DLiP-ID,Canonical SMILES(RDKit),MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
C002NE,CCCn1nc(NS(C)(=O)=O)c2cc3cccc(C)c3nc21,318.402,3.356,5,1,76.88,4,3,Importin subunit beta-1/Snurportin-1,Inactive
C003TZ,O=C(O)[C@H](c1ccc(Cl)nc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1c[nH]c2ccccc12,586.773,1.286,4,3,115.39,4,5,P53/HDM2,Inactive
C002H0,CC1=NCCc2c1[nH]c1ccccc21,184.242,2.347,1,1,28.15,0,3,Importin subunit beta-1/Snurportin-1,Inactive
C003U0,CCCOC1(c2ccccc2)c2ccccc2C(=O)N1CCC,309.409,4.432,2,0,29.54,6,3,P53/HDM2,Inactive
C003U1,CC(=O)NCCN1C(=O)c2ccccc2C1(OCc1ccc(C(C)(C)C)cc1)c1ccccc1,456.586,5.897,3,1,58.64,7,4,P53/HDM2,Inactive
C003U2,CCCN1C(=O)c2ccccc2C1(OCc1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1,448.006,7.8,2,0,29.54,6,4,P53/HDM2,Inactive
C002H2,N=C(O)N/N=C/c1ccc([N+](=O)[O-])o1,198.138,1.665,5,3,124.75,3,1,Importin subunit beta-1/Snurportin-1,Inactive
T0004H,CC(C)C[C@@H]1NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CNC(=O)[C@H](N)CCC/N=C(/N)NC(=O)[C@@H](N)C(C)(C)SSC[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC1=O,1354.595,-4.732,22,22,677.9,21,2,Integrins,Inactive
T0004I,Cc1ccc2c(C(=O)NC[C@H](NC(=O)c3c(Cl)cc4c(c3Cl)CCN(C(=O)c3ccc(Cl)cc3)C4)C(=O)O)cn(S(C)(=O)=O)c2c1,706.004,5.504,7,3,154.88,8,5,Integrins,Active
T0004J,CC(=O)N(CC(=O)NCCOC1OC(COS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-])c1ccccc1,714.636,-7.702,20,1,333.59,16,2,Neuropilin-1/VEGF-A,Inactive
T0004K,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)CCCC(c1ccc(F)cc1)c1ccc(F)cc1,469.572,5.726,3,0,54.45,10,3,FKBP1A/FK506,Active
T0004L,Cc1ccc(NC(=O)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)c(O)c1,379.382,4.484,4,2,65.46,3,3,RAC1/TIAM1,Active
T0004M,O=C(O)CCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,332.404,0.779,4,2,85.77,4,3,Integrins,Inactive
T0004N,O=C(O)CCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,332.404,0.779,4,2,85.77,4,3,Integrins,Inactive
I000Q7,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N[C@@H]1CCCNC1,349.456,2.251,5,2,84.23,4,3,Bromodomain/Histone,Active
T0004O,O=C(O)CCn1ccc2cc(OCCCNc3ccccn3)ccc21,339.395,3.226,5,2,76.38,9,3,Integrins,Inactive
T0004P,O=C(O)CCn1ccc2cc(OCCCNc3ccccn3)ccc21,339.395,3.226,5,2,76.38,9,3,Integrins,Inactive
T0004Q,O=C(O)CCn1ccc2cc(OCCCNc3ccccn3)ccc21,339.395,3.226,5,2,76.38,9,3,Integrins,Inactive
T0004R,O=C(O)CCn1ccc2cc(OCCCNc3ccccn3)ccc21,339.395,3.226,5,2,76.38,9,3,Integrins,Inactive
T0004S,O=C(O)CCn1ccc2cc(OCCCNc3ccccn3)ccc21,339.395,3.226,5,2,76.38,9,3,Integrins,Active
T0004T,O=C1OCc2ccc(NC(=S)Nc3cc(Cl)c(Cl)cc3Cl)cc21,387.675,4.747,3,2,50.36,2,3,Cyclophilins,Inactive
C000RG,C=CCN/C(S)=N/C=C1C(=O)NC(=O)NC1=O,254.271,-0.872,4,4,99.66,3,1,MENIN/MLL,Inactive
T0004U,Cc1cccc(NC(=S)Nc2ccc3c(c2)C(=O)OC3)c1,298.367,3.318,3,2,50.36,2,3,Cyclophilins,Inactive
C003U4,O=C1Nc2ccc(I)cc2C(=O)N([C@H](C(=O)O)C2CCCCC2)[C@H]1c1ccc(Cl)cc1,552.796,5.48,3,2,86.71,4,4,P53/HDM2,Inactive
C000B4,c1ccc(CNc2nc(-c3cccs3)nc3ccccc23)cc1,317.417,4.259,4,1,37.81,4,4,MENIN/MLL,Inactive
T0004V,C[C@@]1(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,674.39,2.395,6,3,145.77,9,4,Integrins,Active
C002HF,[O-][S+](c1ccccc1)c1ccccc1,202.278,2.12,1,0,23.06,2,2,Importin subunit beta-1/Snurportin-1,Inactive
T0004W,O=C(O)COc1cccc(/C=c2\sc3n(c2=O)C(c2ccccc2)C2=C(N=3)c3ccccc3CC2)c1,494.572,4.987,6,1,80.89,5,6,"BCL-like/BAX,BAK",Inactive
T0004X,CCCNC(=O)Nc1cccc(-c2ccc(C[C@H](NS(=O)(=O)c3cc(OC)ccc3OC)C(=O)O)cc2)c1,541.626,3.669,6,4,143.06,12,3,Integrins,Active
T0004Y,O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,490.648,3.58,5,3,94.56,8,5,Integrins,Active
T0038B,Cc1c(CCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1C,346.412,2.241,5,3,121.53,5,2,Integrins,Active
T0004Z,O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,490.648,3.58,5,3,94.56,8,5,Integrins,Inactive
T00050,O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,490.648,3.58,5,3,94.56,8,5,Integrins,Active
T00051,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,687.797,1.741,10,7,214.47,8,4,Integrins,Active
T00052,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,687.797,1.741,10,7,214.47,8,4,Integrins,Active
C003U9,O=C1c2ccccc2C(OCCc2ccccn2)(c2ccccc2)N1Cc1ccccc1,420.512,5.285,3,0,42.43,7,5,P53/HDM2,Inactive
T00053,O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,514.604,1.518,6,4,144.91,10,4,Integrins,Active
T00054,O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,514.604,1.518,6,4,144.91,10,4,Integrins,Active
C003U5,CCCN1C(=O)c2ccccc2C1(OCCc1ccccn1)c1ccc(Cl)cc1,406.913,4.978,3,0,42.43,7,4,P53/HDM2,Inactive
C003U6,COc1cc(COC2(c3ccc(OCOCC[Si](C)(C)C)cc3)c3ccccc3C(=O)N2Cc2ccccc2)cc(OC)c1O,627.81,7.145,7,1,86.69,14,5,P53/HDM2,Inactive
C003U7,CCCN1C(=O)c2ccccc2C1(OCc1cc(OC)c(O)c(OC)c1)c1ccc(OCOCC[Si](C)(C)C)cc1,579.766,6.216,7,1,86.69,14,4,P53/HDM2,Inactive
C003UA,O=C(O)[C@H](c1ccc(Cl)cc1)N1Cc2cc(I)ccc2NC[C@@H]1c1ccc(Cl)cc1,553.227,6.291,3,2,52.57,4,4,P53/HDM2,Inactive
C000B5,C1CCc2nnnn2CC1,138.174,1.839,4,0,43.6,0,2,MENIN/MLL,Inactive
T00055,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OCC(=O)Nc4ccc(F)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,943.16,4.524,13,3,196.46,10,5,FKBP1A/FK506,Active
T00056,C[C@@H](CC(=O)O)N1CC(=O)N(C(C)(C)C)c2c(Cl)cc(C#Cc3ccc(C(=N)N)cc3)cc2C1=O,494.979,4.559,4,3,127.79,4,3,Integrins,Active
T00057,C[C@@H](CC(=O)O)N1CC(=O)N(C(C)(C)C)c2c(Cl)cc(C#Cc3ccc(C(=N)N)cc3)cc2C1=O,494.979,4.559,4,3,127.79,4,3,Integrins,Active
T0072S,O=C1c2ccccc2C(=O)c2c(O)cc(O)cc21,240.214,2.296,4,2,74.6,0,3,"BCL-like/BAX,BAK",Active
T00058,C[C@H](CC(=O)O)N1CC(=O)N(C(C)(C)C)c2c(Cl)cc(C#Cc3ccc(C(=N)N)cc3)cc2C1=O,494.979,4.559,4,3,127.79,4,3,Integrins,Active
T00059,C[C@H](CC(=O)O)N1CC(=O)N(C(C)(C)C)c2c(Cl)cc(C#Cc3ccc(C(=N)N)cc3)cc2C1=O,494.979,4.559,4,3,127.79,4,3,Integrins,Active
C003U8,CCCN1C(=O)c2ccccc2C1(OCc1cc(OC)c(O)c(OC)c1)c1ccccc1,433.504,4.517,5,1,68.23,8,4,P53/HDM2,Inactive
T0005A,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(CO)nn1-c1ccccc1,727.887,6.874,8,3,147.62,11,7,"BCL-like/BAX,BAK",Active
C003UB,O=C(O)C(c1ccccc1)N1C(=O)c2cc(I)ccc2NC(=O)C1c1ccc(C(F)(F)F)cc1,580.3,4.81,3,2,86.71,4,4,P53/HDM2,Inactive
I00118,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)Nc1cccc(Cl)c1,376.865,4.56,4,1,72.2,4,3,Bromodomain/Histone,Active
C003UC,CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,577.528,4.637,5,3,82.7,6,5,P53/HDM2,Active
C003UE,O=C1CCCN1CCOC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1,426.516,4.2,3,0,49.85,7,5,P53/HDM2,Inactive
T0005B,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(CO)nn1-c1ccccc1,727.887,6.874,8,3,147.62,11,7,"BCL-like/BAX,BAK",Active
T0005C,COc1ccc(-c2cccc(NC(=O)NCc3ccccc3)c2)cc1S(=O)(=O)NC(CC(=O)O)c1ccccc1,559.644,4.683,5,4,133.83,11,4,Integrins,Active
T00782,c1ccc(CNc2nc(-c3ccccn3)nnc2-c2ccccc2)cc1,339.402,3.878,5,1,63.59,5,4,HIF-1a/p300,Active
T00662,C[C@]1(Cc2ccc(Br)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2nccn21,451.151,5.305,3,0,38.13,3,4,Integrins,Inactive
C003UF,O=C1c2ccccc2C(=O)N1CCCOC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1,502.57,5.862,4,0,66.92,8,6,P53/HDM2,Inactive
T0005D,COC(=O)c1cccc(-c2cc(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)NC(=O)c3ccc(C#N)cc3)ccc2C(=O)NCc2ccccc2)c1,845.846,6.15,9,6,233.25,17,5,STAT3 dimer,Inactive
T0005E,CNC(=O)c1cccc2c1nc(Nc1c(F)cccc1F)c1ccncc12,364.355,3.806,4,2,66.91,3,4,"BCL-like/BAX,BAK",Active
C002II,Cc1ccc(C)n1Cc1ccc(C(=O)O)cc1,229.279,2.92,2,1,42.23,3,2,Importin subunit beta-1/Snurportin-1,Inactive
T0005F,CCOC(=O)C(C#N)C1c2cc(Br)ccc2OC(N)C1C(=O)OCC,411.252,1.989,7,1,111.64,5,2,"BCL-like/BAX,BAK",Active
T0005G,CCOC(=O)/C=C/n1nnnc1-c1cccc(Cl)c1,278.699,3.354,6,0,69.9,4,2,CRM1/Rev,Inactive
T0005H,O=C(O)[C@H](Cc1ccncc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,472.35,0.0700000000000003,5,2,116.67,7,3,Integrins,Active
T00521,CC(=N)Nc1cccc(C(=O)NNC(=O)CC(CC(=O)O)c2ccc(Cl)cc2)c1,416.865,2.957,4,5,131.38,7,2,Integrins,Active
T0005I,O=C(O)[C@H](Cc1ccncc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,472.35,0.0700000000000003,5,2,116.67,7,3,Integrins,Active
T0005J,O=C(O)[C@H](Cc1ccncc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,472.35,0.0700000000000003,5,2,116.67,7,3,Integrins,Inactive
T0005K,COC1OC(CNC(=O)CNC(=O)Cc2cccc(Cl)c2)C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],639.999,-4.824,16,2,275.95,13,2,Neuropilin-1/VEGF-A,Inactive
T0005L,CC(C)c1ccc(S(=O)(=O)CC(=O)N2CCOCC2C(=O)OCCCc2ccc[n+]([O-])c2)cc1,490.578,2.942,7,0,116.92,9,3,FKBP1A/FK506,Inactive
C003UG,Cc1ccc([N+](=O)[O-])c(COC2(c3ccccc3)c3ccccc3C(=O)N2Cc2ccccc2)c1,464.521,6.619,4,0,72.68,7,5,P53/HDM2,Inactive
C000RM,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,254.285,3.357,3,1,46.53,4,2,MENIN/MLL,Inactive
T0005M,O=C(Cc1ccc2nc(-c3cccc4ccccc34)oc2c1)N1C[C@@H](F)C[C@H]1CO[C@H]1CC[C@H](C(=O)O)CC1,530.596,4.951,5,1,92.87,7,6,Integrins,Active
C002LN,CN(C)C(=O)Oc1ccc2nnc3ccnn3c2c1,257.253,0.72,6,0,72.62,1,3,Importin subunit beta-1/Snurportin-1,Inactive
C003UH,O=C1c2ccccc2C(OCc2ccc(Cl)c([N+](=O)[O-])c2)(c2ccccc2)N1Cc1ccccc1,484.939,6.804,4,0,72.68,7,5,P53/HDM2,Inactive
C002LO,O=C1C(c2ccccc2)=[N+]([O-])c2ccccc21,223.231,2.569,2,0,43.14,1,3,Importin subunit beta-1/Snurportin-1,Inactive
T0005N,O=C(Cc1ccc2nc(-c3cccc4ccccc34)oc2c1)N1C[C@@H](F)C[C@H]1CO[C@H]1CC[C@H](C(=O)O)CC1,530.596,4.951,5,1,92.87,7,6,Integrins,Active
C000RK,CS(=O)(=O)Nc1c(O)ccc2c1CCC[C@H]2C1=NCCN1,309.391,1.326,5,3,90.79,3,3,MENIN/MLL,Inactive
T0005O,CCCCS(=O)(=O)NC(CNC(=O)CCNC(=O)c1c[nH]c2cc(C(=N)N)ccc12)C(=O)O,480.547,-1.321,6,7,207.33,13,2,Integrins,Inactive
C002LP,CCOC(=O)c1cc2ccc(OC)cc2oc1=O,248.234,2.924,5,0,65.74,3,2,Importin subunit beta-1/Snurportin-1,Inactive
C002JZ,CC(=O)Oc1ccc2ccc(=O)oc2c1,204.181,2.435,4,0,56.51,1,2,Importin subunit beta-1/Snurportin-1,Inactive
T0005P,CCCCS(=O)(=O)NC(CNC(=O)CCNC(=O)c1c[nH]c2cc(C(=N)N)ccc12)C(=O)O,480.547,-1.321,6,7,207.33,13,2,Integrins,Active
T0005X,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Inactive
T0005Q,Cc1c(Br)cc2c(-c3ccccc3C(=O)O)c3cc(Br)c(=O)c(Br)c-3oc2c1Br,645.923,9.185,3,1,67.51,2,4,Beta-catenin/TCF,Active
T0005R,COc1ccccc1Oc1ccc(S(=O)(=O)NC(=O)c2cccc(-c3ccc(Cl)c(Cl)c3)c2)cc1,528.413,6.786,5,1,81.7,7,4,"BCL-like/BAX,BAK",Active
T0005S,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Active
C000RN,COc1ccc2[nH]c3c(c2c1)CCN=C3C,214.268,2.262,2,1,37.38,1,3,MENIN/MLL,Inactive
C0024F,O=C(Nc1ccccc1)Nc1cccc(C(F)(F)F)c1,280.249,3.407,1,2,41.13,2,2,MENIN/MLL,Inactive
T0005T,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Inactive
T0005U,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Active
T0005V,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Active
T0005W,O=C([O-])C(F)(F)F.[NH3+]Cc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1,391.302,-0.0810000000000001,5,3,154.48,4,2,Integrins,Inactive
T0005Y,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc(S(C)(=O)=O)c3)[C@H]21)C(C)(C)C,506.669,2.11,6,3,124.68,7,3,XIAP/SMAC,Active
T002BS,CCOC(=O)C1CCCCN1S(=O)(=O)c1cccc([N+](=O)[O-])c1,342.373,2.095,6,0,106.82,5,2,FKBP1A/FK506,Active
T0005Z,C=CC[C@@]12C[C@@H](C(=O)OC)N3[C@@H]1N(C(=N)[C@]3(Cc1ccccc1)N1CCCC1)c1ccc(Br)cc12,535.486,5.711,5,1,59.87,6,6,HIF-1a/p300,Active
T00060,O=C(O)CCC1CC1c1cccc(OCCc2ccc3c(n2)NCCC3)c1,366.461,4.057,4,2,71.45,8,4,Integrins,Active
T00061,COc1ccc(C(=O)Nc2cc(Br)c(O)c(Br)c2)cc1,401.054,4.098,3,2,58.56,3,2,Transthyretin tetramer,Active
T00062,N#Cc1ccccc1N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1,587.702,4.227,7,2,134.05,9,5,Integrins,Active
T00063,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)cc1,331.397,1.876,3,2,78.51,3,3,Bromodomain/Histone,Active
T00064,CN1C(=O)N(c2ccc(C(=N)N)cc2)CC12CCN(C(=O)CCCC(=O)O)CC2,401.467,0.507,4,3,131.03,6,3,Integrins,Active
T00065,CN1C(=O)N(c2ccc(C(=N)N)cc2)CC12CCN(C(=O)CCCC(=O)O)CC2,401.467,0.507,4,3,131.03,6,3,Integrins,Active
T00066,Cc1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)cc1,402.501,3.67,5,3,96.26,5,3,Cyclophilins,Inactive
T00067,O=C(Nc1ccccc1)Nc1ccc(NCc2ccc(C(=O)O)cc2)cc1,361.401,3.453,3,4,90.46,6,3,HIF-1a/p300,Active
T00068,C/C=C/[C@@H](CC(=O)O)NC(=O)C[C@@H](CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,522.646,3.932,4,5,136.63,13,2,Integrins,Inactive
T00069,C/C=C/[C@@H](CC(=O)O)NC(=O)C[C@@H](CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,522.646,3.932,4,5,136.63,13,2,Integrins,Inactive
T0006A,CC(C)[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
C000RR,O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O,272.256,3.082,5,4,97.99,3,2,MENIN/MLL,Inactive
C003UN,O=C1c2ccccc2C(OCCN2CCOCC2)(c2ccccc2)N1Cc1ccccc1,428.532,4.033,4,0,42.01,7,5,P53/HDM2,Inactive
T0022J,O=C(N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCC(F)CN3)c2)CC1)C(=O)O)OCc1ccccc1,540.596,2.755,8,4,135.6,9,4,Integrins,Active
T0006B,CC(C)[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
T0006C,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
T0006D,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
T002C5,CC(C)(C)C1=NN(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)C1,347.289,5.866,2,0,15.6,2,3,p53/MDMX,Active
T0006E,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
C0039V,c1ccc(-c2nnc(-c3ccccn3)[nH]2)nc1,223.239,2.629,4,1,67.35,2,3,Runt-related transcription factor 1/Core-binding factor subunit beta,Active
C100ZO,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],813.446,9.851,10,2,128.13,16,6,"BCL-like/BAX,BAK",Active
C003UI,O=C1c2ccccc2C(OCCN2CCNCC2)(c2ccccc2)N1Cc1ccccc1,427.548,3.837,4,1,44.81,7,5,P53/HDM2,Inactive
T00675,NCC(=O)Nc1ccc(SC(CC(=O)O)c2cccnc2)cc1,331.397,0.517,5,3,105.31,7,2,Integrins,Inactive
T002C8,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc1,403.435,0.889000000000001,7,2,119.75,6,2,Integrins,Active
T0006F,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
C002K0,O=C1CCN(Cc2ccccc2)CC1,189.258,1.198,2,0,20.31,2,2,Importin subunit beta-1/Snurportin-1,Inactive
C003UJ,O=C1c2ccccc2C(OCc2cccc([N+](=O)[O-])c2)(c2ccccc2)N1Cc1ccccc1,450.494,6.182,4,0,72.68,7,5,P53/HDM2,Inactive
T00070,O=C(Nc1cc(Br)c(O)c(Br)c1)c1cccc(C(F)(F)F)c1,439.025,5.108,2,2,49.33,2,2,Transthyretin tetramer,Inactive
T0006G,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
C003UK,COC(=O)COC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1,387.435,4.283,4,0,55.84,6,4,P53/HDM2,Inactive
C002OJ,O.Sc1ncnc2nc[nH]c12,170.197,-0.248,4,2,85.96,0,2,Importin subunit beta-1/Snurportin-1,Inactive
C002OS,CCOC(=O)c1c(N)ssc1=S,221.328,0.895,6,1,52.32,2,1,Importin subunit beta-1/Snurportin-1,Inactive
T0006H,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,588.666,0.707,7,7,238.41,9,2,Integrins,Active
T0006I,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(OCc5ccc(C(=O)O)cc5)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,890.459,9.202,9,2,168.21,16,7,"BCL-like/BAX,BAK",Active
T0067F,O=C(O)CCNC(=O)c1cc2n(n1)CCCN(CCC1CCNCC1)C2=O,377.445,0.215,6,3,116.56,7,3,Integrins,Active
C0040H,O=C1CC[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N1CC1CC1,374.311,5.363,1,0,20.31,4,4,P53/HDM2,Active
T0006J,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(OCc5ccc(C(=O)O)cc5)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,890.459,9.202,9,2,168.21,16,7,"BCL-like/BAX,BAK",Active
T0006K,C=CCOC(=O)[C@H](Cc1ccccc1)N1C(=O)C(=C(c2ccccc2)c2ccccc2)SC1=S,485.63,6.011,5,0,46.61,8,4,"BCL-like/BAX,BAK",Inactive
C000S1,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccccc12,312.756,3.873,2,2,61.96,4,3,MENIN/MLL,Inactive
T0052Y,COc1ccccc1-c1ccc(C[C@H](NC(=O)c2ccccc2Cl)C(=O)O)cc1,409.869,5.257,3,2,75.63,7,3,Integrins,Active
C000SN,c1ccc2c(c1)[I+]c1ccccc1-2,279.1,3.88,0,0,0.0,0,3,MENIN/MLL,Inactive
T0006L,Cc1cccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5c(C(=O)NCCCN6CCN(C)CC6)c(C)n(C)c5-c5ccc(Cl)cc5)c4)CC3)cc2)c1,794.466,8.359,8,2,93.16,12,7,"BCL-like/BAX,BAK",Active
C101X8,O=C(NCCCCN=C=S)NCc1ccccc1,263.366,3.018,3,2,53.49,7,1,KEAP1/NRF2,Inactive
T002UD,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cnccc1Cl,343.77,0.0920000000000001,3,3,95.08,5,3,Integrins,Inactive
T0006M,Cc1ccc(S(=O)(=O)NC(CNC(=O)c2cc3cc(OCCO/N=C(\N)NC(=O)OC(C)(C)C)ccc3[nH]2)C(=O)O)cc1,618.669,1.043,9,6,223.53,12,3,Integrins,Active
T0006N,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C(=O)N(C(C)C)C(C)C)cc1OC(C)C,434.577,5.202,5,1,84.94,10,1,"BCL-like/BAX,BAK",Active
T0006O,O=C(CCCCc1ccc2c(n1)NCCC2)NCC(C(=O)O)c1ccc2c(c1)OCC2,423.513,2.33,5,3,100.55,9,4,Integrins,Active
