DLiP-ID,Target Pref Name
T004PI,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004PJ,Integrins
T004PK,Integrins
T004PL,Integrins
T004PM,Integrins
C1013P,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004PN,Integrins
T0074L,Integrins
T004PO,Integrins
T004PP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004PQ,FKBP1A/FK506
T004PR,Integrins
T004PS,FKBP1A/FK506
T004PT,Rac1/GEFs
C1013Q,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T007XB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004PV,Integrins
T004PW,S100B/p53
T004PX,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004PY,Integrins
T004PZ,Integrins
C1013R,Adenomatous polyposis coli protein/Transcription factor 7-like 2
C1013S,Adenomatous polyposis coli protein/Transcription factor 7-like 2
C1013T,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004Q0,Integrins
T004Q1,Integrins
T004Q2,Cyclophilins
T004Q3,Integrins
T004Q4,Integrins
T004Q5,Integrins
C1013U,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004R5,Integrins
T004Q6,Integrins
T004Q7,Integrins
T004Q9,p53/MDMX
T004QA,p53/MDM2
T004QB,Integrins
T004QC,Integrins
C0004E,Menin/Histone-lysine N-methyltransferase MLL
T004QD,STAT3 dimer
T004QE,p53/MDMX
T004QF,Integrins
P0003N,BRD4-1/H4
T004QJ,CD40/CD154
T004QK,Integrins
T004QL,Integrins
T004QM,Integrins
T004QN,Integrins
T004QO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004R1,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004QP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004QQ,Rad51/BRCA2
T004QR,p53/MDM2
T004QS,BRD4/NUT
T004QT,Integrins
T004QU,Integrins
T004QV,Tubulin dimer
T004QW,Integrins
T004QX,FKBP1A/FK506
T004QY,FKBP1A/FK506
T004QZ,FKBP1A/FK506
T004R0,FKBP1A/FK506
T004R2,Integrins
T004R3,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004R6,Integrins
T004R7,FKBP1A/FK506
T004R8,FKBP1A/FK506
T004R9,Integrins
T004RA,Integrins
T004RB,Integrins
T004RC,Integrins
T004RD,Integrins
T004RE,p53/MDM2
T004RF,Integrins
T004RG,Integrins
T004RH,Integrins
T004RI,Integrins
T004RJ,Integrins
T004RK,Integrins
T004RL,Integrins
T004RM,Integrins
T004RN,Integrins
T004RO,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004RP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00754,Transthyretin tetramer
T004RR,p53/MDM2
T004RS,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004RT,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004RU,HIF-1a/p300
T004RV,HIF-1a/p300
T004SA,Integrins
T004SB,Integrins
T004RW,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004RX,Integrins
T004RY,Integrins
T004RZ,Cyclophilins
T004S0,Rad51/BRCA2
T004S1,p53/MDMX
T004S2,p53/MDM2
T004S3,Integrins
T004S4,Integrins
T004S5,Integrins
T004S6,Integrins
T004S7,Integrins
T004S9,Neuropilin-1/VEGF-A
T004SC,HIF-1a/p300
T004SD,Integrins
T004SE,Integrins
T004SF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004SG,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004SI,Integrins
T004SJ,Integrins
T004SK,Integrins
T004SL,Integrins
T004SM,Integrins
T004SN,Integrins
T004SO,Integrins
T004SP,Integrins
T004SR,p53/MDM2
T004SS,HIF-1a/p300
T004ST,Integrins
T004SU,Integrins
T004SV,FKBP1A/FK506
T004SW,Integrins
T004SX,Integrins
T004SY,Integrins
T004SZ,Integrins
T004T0,Integrins
T004T1,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004T2,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004T3,HIF-1a/p300
T004T4,Integrins
T004T5,Integrins
T004T6,Integrins
T004T7,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004T8,Integrins
T004T9,Integrins
T004TA,Integrins
T004TB,Integrins
T004TC,Tubulin dimer
T004TD,FKBP1A/FK506
T004TE,Integrins
T004TF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004TG,FKBP1A/FK506
T004TH,Cyclophilins
C001YF,Menin/Histone-lysine N-methyltransferase MLL
C003NU,Runt-related transcription factor 1/Core-binding factor subunit beta
T004TI,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004TJ,FKBP1A/FK506
T004TK,Neuropilin-1/VEGF-A
T004TL,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004TM,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004TN,Integrins
T004TO,Integrins
T004TP,Integrins
T004TQ,Integrins
T004TS,Integrins
T004TU,FKBP1A/FK506
T004TV,Integrins
C1013V,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004U3,Integrins
T004TW,Integrins
T004TX,Integrins
T004TY,Integrins
T004U0,FKBP1A/FK506
T004U1,Integrins
T004U2,Integrins
T006X1,Rad51/BRCA2
C1017W,Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D
T004U4,Integrins
T004U5,Integrins
T004U6,Integrins
T004U7,Integrins
T004U8,Rac1/GEFs
T004U9,Integrins
T004UA,Integrins
C0005E,Menin/Histone-lysine N-methyltransferase MLL
T004US,Integrins
T004UD,STAT3 dimer
T004UE,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004UF,Integrins
T004UG,Integrins
T004UH,FKBP1A/FK506
T004UI,Cyclophilins
T004UR,Integrins
T004UJ,IL-2/IL-2Ra
T004UK,Rac1/GEFs
T004UL,ZipA/FtsZ
T004UM,Integrins
T004UN,BRD4/NUT
T004UO,BRD2/Ack
T004UP,Integrins
T004UQ,Integrins
T004UT,Integrins
T004UU,Integrins
T004UV,Integrins
T004UW,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004UX,Integrins
T004UY,FKBP1A/FK506
T004V0,Integrins
T004V1,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004V2,Integrins
T004V3,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004V4,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004V5,Integrins
T004V6,Integrins
T004W0,Tubulin dimer
T004VK,Integrins
T004V7,p53/MDM2
T004V8,Integrins
T004V9,Integrins
T004VA,Integrins
T004VB,Integrins
T004VC,Integrins
T004VD,Integrins
T004VE,Integrins
T004VF,Integrins
T004VG,Integrins
T004VH,Integrins
T004VI,Tubulin dimer
T004VJ,Integrins
T004VL,Integrins
T004VM,Integrins
T004VN,Integrins
T004VO,Integrins
T004VP,Integrins
P0003W,BRD4-1/H4
T004WF,Integrins
T004VQ,Integrins
T004VR,Integrins
T004VS,Integrins
T004VT,Integrins
T004VU,Integrins
T004VV,Integrins
T004VW,HIF-1a/p300
T004W4,Integrins
T004W5,Integrins
T004W6,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004W7,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004W8,Integrins
C1013W,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004YA,Integrins
T004W9,Integrins
T004WA,Integrins
T004WB,Integrins
T004WC,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004WD,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004WE,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004X8,p53/MDM2
T004WG,Integrins
C003NV,Runt-related transcription factor 1/Core-binding factor subunit beta
T004WK,Integrins
T004WL,Integrins
T004WM,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004WN,Integrins
T004WO,Integrins
T004WP,Tubulin dimer
T004WQ,Neuropilin-1/VEGF-A
T004WR,Integrins
T004WS,Cyclophilins
T004WT,FKBP1A/FK506
T004WU,Integrins
T004WV,Integrins
T004WW,Integrins
P0003X,BRD4-1/H4
T004WX,Integrins
T004WY,Integrins
T004WZ,Integrins
T004X0,Integrins
T004X1,Integrins
T004X2,Integrins
T004X3,Integrins
T004X4,Integrins
T004X5,p53/MDM2
T004X6,p53/MDM2
T004X7,p53/MDM2
T0086Y,CRM1/Rev
T004X9,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XA,Neuropilin-1/VEGF-A
P0003Y,BRD4-1/H4
T004XC,Cyclophilins
C1013X,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T006BS,Integrins
T004XD,Integrins
T004XE,Integrins
T004XF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004XG,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XH,Integrins
C001YG,Menin/Histone-lysine N-methyltransferase MLL
C1013Y,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T004XI,Integrins
T004XO,Integrins
T004XJ,Integrins
C003NW,Runt-related transcription factor 1/Core-binding factor subunit beta
T004XK,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XL,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XM,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XN,Bcl-2 and Bcl-XL with BAX; BAK and BID
C000S0,Menin/Histone-lysine N-methyltransferase MLL
T004XP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XQ,CRM1/Rev
T004XR,Integrins
T004XS,Integrins
T004XT,Integrins
T004XU,Integrins
T004XV,Integrins
T004YJ,Integrins
T004XY,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004XZ,p53/MDM2
T004Y0,Neuropilin-1/VEGF-A
T004Y1,Integrins
T004Y2,Integrins
C002UO,Importin subunit beta-1/Snurportin-1
T004Y4,FKBP1A/FK506
C003NY,Runt-related transcription factor 1/Core-binding factor subunit beta
T004Y5,FKBP1A/FK506
T004Y6,Integrins
T004Y7,Integrins
T004Y8,Integrins
T004Y9,Integrins
C003NZ,Runt-related transcription factor 1/Core-binding factor subunit beta
T004YB,Integrins
T004YC,Integrins
T004YI,Integrins
T004YD,Integrins
T004YE,Integrins
T004YF,Integrins
T004YG,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004YH,XIAP/Caspase9 or SMAC (BIR3 domanin)
C003PB,Runt-related transcription factor 1/Core-binding factor subunit beta
T004YK,Integrins
T004YL,Integrins
T004YM,Integrins
T004YN,FKBP1A/FK506
T004YO,Integrins
T004YP,Integrins
T004YQ,Integrins
T004YR,Integrins
T004YS,Integrins
T004YV,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004YW,Integrins
T004YX,Integrins
T004YY,Integrins
T004YZ,Integrins
T004Z0,Integrins
T004Z1,Integrins
P0003Z,BRD4-1/H4
T004Z2,Integrins
T004Z3,Neuropilin-1/VEGF-A
C1013Z,Apoptosis regulator BAX/Bcl-2
T004ZI,BRD4/NUT
T004ZK,Integrins
T004Z4,Integrins
T004Z5,Integrins
T004Z6,Integrins
T004Z7,Integrins
T004Z8,Integrins
T004Z9,Neuropilin-1/VEGF-A
T004ZA,XIAP/Caspase9 or SMAC (BIR3 domanin)
T004ZB,Integrins
T004ZC,Integrins
T004ZD,Integrins
T004ZE,Integrins
T004ZF,Integrins
T004ZG,Integrins
T004ZH,Integrins
T004ZL,Integrins
T004ZM,Integrins
T004ZN,Integrins
T004ZO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T004ZQ,p53/MDM2
T004ZR,Integrins
T004ZS,Integrins
T005IT,HIF-1a/p300
T004ZT,Integrins
T005KI,Integrins
T004ZU,Integrins
C0030T,Importin subunit beta-1/Snurportin-1
T004ZV,Integrins
T004ZW,Integrins
C003O1,Runt-related transcription factor 1/Core-binding factor subunit beta
T004ZX,Integrins
T004ZY,Integrins
T004ZZ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00500,Bcl-2 and Bcl-XL with BAX; BAK and BID
C10140,Apoptosis regulator BAX/Bcl-2
T00501,FKBP1A/FK506
T00505,Integrins
T00525,Transthyretin tetramer
T00506,Integrins
T00507,Integrins
T00508,Integrins
T00509,CRM1/Rev
T0050A,Integrins
T0050B,Integrins
T0050C,Integrins
T0050D,Integrins
T0050W,Integrins
T0050E,Integrins
T0050F,Integrins
T0050G,Integrins
T0050H,Integrins
C10141,Apoptosis regulator BAX/Bcl-2
T0050I,Integrins
T0052V,Integrins
T0050J,Integrins
T0050K,Integrins
T0050L,Integrins
T0050M,Integrins
T0050N,Integrins
C003O2,Runt-related transcription factor 1/Core-binding factor subunit beta
T0050U,Integrins
T0050O,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0050P,Integrins
T0050Q,Integrins
T0050R,Integrins
T0050S,FKBP1A/FK506
T0050T,Rac1/GEFs
T0050V,Integrins
T0050Y,p53/MDM2
T0050Z,XIAP/Caspase9 or SMAC (BIR3 domanin)
T00510,Integrins
T00511,Integrins
C003O3,Runt-related transcription factor 1/Core-binding factor subunit beta
T00512,Integrins
T00513,Integrins
T00520,Integrins
T00515,p53/MDMX
T00516,XIAP/Caspase9 or SMAC (BIR3 domanin)
T00517,Integrins
T00518,Integrins
T00519,Integrins
T0051A,Integrins
T0051B,Integrins
P00041,IL-2/IL-2R
T0051C,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0051D,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0051E,Integrins
T0051F,Integrins
T0051G,Integrins
T0051H,Integrins
T0051I,Integrins
T0051N,Integrins
T0051O,Integrins
T0051P,p53/MDM2
T0051Q,p53/MDM2
T0051R,Integrins
T0051S,Integrins
T0051T,Bcl-2 and Bcl-XL with BAX; BAK and BID
C000CX,Menin/Histone-lysine N-methyltransferase MLL
T0051U,HIF-1a/p300
C003O4,Runt-related transcription factor 1/Core-binding factor subunit beta
C001Z1,Menin/Histone-lysine N-methyltransferase MLL
T00526,Integrins
T0051V,FKBP1A/FK506
T0051W,Integrins
T0051X,Integrins
T0051Y,Integrins
T0051Z,Integrins
C001Z0,Menin/Histone-lysine N-methyltransferase MLL
T00524,Integrins
T00527,Integrins
T00528,Integrins
T00529,Integrins
T0052A,Integrins
T005KJ,Integrins
T0052B,Integrins
T0058I,BRD4/NUT
T0052C,Integrins
T0052D,p53/MDM2
T0052E,Tubulin dimer
T0052F,Integrins
T0052G,Integrins
T0052H,Integrins
T005LZ,Integrins
C003WV,Tumour suppressor p53/oncoprotein Mdm2
T0052P,Integrins
C10142,Apoptosis regulator BAX/Bcl-2
T0052J,FKBP1A/FK506
T0052K,Integrins
T0052L,Integrins
T0052M,Integrins
T0052N,Integrins
T0052O,Integrins
T0052Q,Integrins
T0052R,Integrins
T0052S,Integrins
T0052T,p53/MDM2
T0052U,Integrins
T0052Z,Integrins
T00530,Integrins
T00531,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00532,Integrins
T00533,Integrins
T00534,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00535,Integrins
T00536,Integrins
T00537,Integrins
T00538,Integrins
T00539,BRD4/NUT
T0053A,Integrins
T0053B,Integrins
C001ZB,Menin/Histone-lysine N-methyltransferase MLL
T0053D,Integrins
T0053E,Integrins
T0053F,Integrins
T0053G,Integrins
T0053H,Integrins
C003WW,Tumour suppressor p53/oncoprotein Mdm2
T0053I,Integrins
P000HU,BAZ2B/H4
T0053P,IL-2/IL-2Ra
T0053J,Integrins
T0053K,STAT5 dimer
T0053L,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0053M,Integrins
T0053N,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0053O,HIF-1a/p300
T005A9,HIF-1a/p300
T0053Q,BRD4/NUT
T0053R,Integrins
T0053S,Integrins
T0053T,Integrins
T0053U,Integrins
T0053V,Integrins
T0053W,Integrins
T0053X,Integrins
P00098,CREBBP/H4
T00541,Rac1/GEFs
T00542,p53/MDM2
T00543,Integrins
T00544,Integrins
T00545,Integrins
T00546,Integrins
C10143,Apoptosis regulator BAX/Bcl-2
P0009E,BAZ2B/H4
T00547,Integrins
T00548,Integrins
T00549,BetaCatenin/Tcf4 and Tcf3
T0054A,Integrins
T0054B,Integrins
C10144,Apoptosis regulator BAX/Bcl-2
T0054C,Integrins
T0054D,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0054E,Bcl-2 and Bcl-XL with BAX; BAK and BID
P00042,INTEGRASE/LEDGF
T0054F,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0054G,Integrins
T0054H,Integrins
T0054I,Integrins
T0054J,Integrins
T0054K,Integrins
T0054L,p53/MDM2
T0054O,Integrins
T0054P,Integrins
T0054Q,Integrins
T0054R,Integrins
T0054S,Integrins
T0054T,Adenylyl Cyclase dimer C1-C2 domains
T0054U,Adenylyl Cyclase dimer C1-C2 domains
T0054V,Integrins
T0054W,Integrins
T0054X,Cyclophilins
T0054Y,Integrins
T0054Z,Integrins
T00550,HIF-1a/p300
T00551,Integrins
T00552,Integrins
T00553,Integrins
T00554,Integrins
T00555,Integrins
T00556,Integrins
T00557,Integrins
T00558,p53/MDM2
T00559,Integrins
T0055A,Integrins
T0055B,Integrins
T0055C,Integrins
T0055D,Integrins
T0055E,Integrins
T0055F,Integrins
T0055G,Integrins
T0055H,Integrins
T0055I,Integrins
T0055J,FKBP1A/FK506
T0055K,Integrins
T0055L,Integrins
T0055M,Integrins
T0055N,Integrins
P0004L,WDR5/MLL1
T0055O,Integrins
T0055P,Integrins
T0055Q,p53/MDM2
T0055R,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0055S,Integrins
T0055T,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0055U,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0055V,HIF-1a/p300
T00560,Integrins
T0022M,Integrins
T00561,Integrins
T00562,Integrins
T00563,Integrins
T00564,Integrins
T00565,FKBP1A/FK506
C10145,Apoptosis regulator BAX/Bcl-2
P000CG,BAZ2B/H4
T00566,Integrins
T005M0,Integrins
T00567,XIAP/Caspase9 or SMAC (BIR3 domanin)
T00568,Integrins
T00569,Integrins
T0056A,Integrins
C10146,Apoptosis regulator BAX/Bcl-2
T0056B,Integrins
T0056C,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0056D,Integrins
T0056E,FKBP1A/FK506
T0056F,FKBP1A/FK506
T005AG,Integrins
T0056G,Integrins
T0056H,Integrins
T0056I,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0056J,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0056K,Integrins
T0056L,Integrins
T0056M,Integrins
T0056N,Integrins
T0056O,HIF-1a/p300
T0056P,HIF-1a/p300
T0056S,Integrins
C003WX,Tumour suppressor p53/oncoprotein Mdm2
T0056T,Integrins
P000CP,BRD4-1/H4
I0011Y,LFA_ICAM
T0056U,Integrins
T0056V,Integrins
T0056W,Integrins
T0056X,Integrins
T0056Y,Integrins
C10147,Apoptosis regulator BAX/Bcl-2-related protein A1
T005AH,Integrins
T005M1,HIF-1a/p300
C10148,Apoptosis regulator BAX/Bcl-2-related protein A1
T0056Z,Integrins
T00570,Integrins
T00571,Rac1/GEFs
T00572,Integrins
T00573,Integrins
T00574,p53/MDM2
T00575,Integrins
T00576,Integrins
T00577,E1/E2
T00578,Integrins
T00579,Integrins
T0057A,Integrins
T0057B,p53/MDM2
T0057C,Integrins
T0057D,Integrins
T0057E,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0057F,Integrins
T0057G,FKBP1A/FK506
T0057H,p53/MDM2
T0057I,Rad51/BRCA2
T0057J,Integrins
T0057K,Integrins
T0057L,Integrins
T0057M,Integrins
T0057N,Integrins
T0057O,Integrins
T0057P,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0057Q,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0057R,Integrins
T0057S,Integrins
T0057T,Neuropilin-1/VEGF-A
T0057U,Integrins
T0057V,Integrins
T0057W,Integrins
T0057X,XIAP/Caspase9 or SMAC (BIR3 domanin)
T00584,Integrins
T0057Y,FKBP1A/FK506
T0057Z,FKBP1A/FK506
T00580,FKBP1A/FK506
T00581,BRD4/NUT
T00582,FKBP1A/FK506
T00583,Integrins
T00585,Integrins
T00586,Integrins
T00587,Integrins
T00588,Integrins
T00589,Integrins
T0058A,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0058B,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0058C,Integrins
T0058D,Integrins
T0058E,p53/MDM2
T0058F,FKBP1A/FK506
T0058G,Integrins
T0058H,Integrins
T0058L,Integrins
T0058M,Integrins
T0058N,Integrins
T0058O,Integrins
T0058P,Integrins
T0058Q,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0058R,FKBP1A/FK506
T0058S,Integrins
T0058T,Integrins
T0058U,Integrins
T0058V,Integrins
T0058W,STAT3 dimer
T0058X,Integrins
T0058Y,Integrins
T0058Z,Integrins
T00590,Integrins
T00591,Integrins
T00592,Integrins
T00593,Integrins
T00594,Integrins
T00595,Integrins
T00596,Integrins
T00598,Integrins
T00599,Integrins
T0059A,Integrins
T0059B,Integrins
T0059C,Integrins
T0059D,Integrins
C10149,Apoptosis regulator BAX/Bcl-2-related protein A1
T0059E,Bcl-2 and Bcl-XL with BAX; BAK and BID
C003O5,Runt-related transcription factor 1/Core-binding factor subunit beta
T0059F,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059G,Integrins
T0059H,Integrins
T0059I,Integrins
T005IK,HIF-1a/p300
T0059J,XIAP/Caspase9 or SMAC (BIR3 domanin)
C003O6,Runt-related transcription factor 1/Core-binding factor subunit beta
T0059K,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059L,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059M,Integrins
T0059N,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059O,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059Y,Integrins
T0059Q,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059R,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0059S,FKBP1A/FK506
T0059T,Integrins
T0059U,Integrins
T0059V,HIF-1a/p300
T0059W,Cyclophilins
T0059Z,Integrins
T005A0,Integrins
T005A1,p53/MDMX
T005A2,BetaCatenin/Tcf4 and Tcf3
T005A3,p53/MDMX
C101Y2,Keap1/Nrf2
T005A4,p53/MDM2
T005A5,STAT3 dimer
T005A6,Integrins
T005A7,Integrins
T005A8,Integrins
T005AA,Cyclophilins
T005W0,Rac1/GEFs
T005AI,Integrins
T005AB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005AC,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005AD,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005AE,Integrins
T005AF,Integrins
T005AJ,Integrins
T005AK,Integrins
T005AL,Integrins
T005AM,Integrins
T005AN,Cyclophilins
T005AO,Integrins
T005AW,Integrins
T005AX,Integrins
T005AP,Integrins
T005AQ,Integrins
T005AR,p53/MDM2
T005AS,Integrins
T005AT,Cyclophilins
T005AU,BRD4/NUT
T005AV,Integrins
T005AZ,Integrins
T005B0,Integrins
T005B1,Integrins
T005B2,Integrins
T005B3,Neuropilin-1/VEGF-A
C000CY,Menin/Histone-lysine N-methyltransferase MLL
C005ES,Adenomatous polyposis coli protein/Transcription factor 7-like 2
T005B4,Integrins
T005B5,Integrins
T005B6,Integrins
T005B7,Integrins
T005B8,Cyclophilins
T005B9,Integrins
T005BA,FKBP1A/FK506
T005BB,FKBP1A/FK506
T005BC,HIF-1a/p300
T005BD,Integrins
T005BE,Integrins
T005BF,Integrins
T005BG,Integrins
T005BH,p53/MDM2
T005BJ,Integrins
T005BK,Integrins
T005BL,Neuropilin-1/VEGF-A
T005BM,Integrins
T005BN,Integrins
T005BO,Integrins
T005BP,Integrins
T005BQ,Integrins
T005BR,Integrins
T005BS,FKBP1A/FK506
T005BT,Integrins
T005BU,Integrins
T005BV,Integrins
T005BW,Integrins
T005BX,Integrins
T005BY,Integrins
T005BZ,FKBP1A/FK506
T005C0,Rac1/GEFs
T005C1,Cyclophilins
T005C2,Cyclophilins
T005C3,Neuropilin-1/VEGF-A
T005C7,Integrins
T005C8,Integrins
T005C9,Integrins
T005CA,Integrins
T005CB,Integrins
T005CC,Integrins
T005CD,XIAP/Caspase9 or SMAC (BIR3 domanin)
T005CG,Integrins
T005CH,Integrins
T005CI,Integrins
T005CJ,Integrins
T005CK,Integrins
T005CL,Rac1/GEFs
T005CM,E1/E2
T005CN,HIF-1a/p300
T005CO,Integrins
T005CP,Integrins
T005CQ,Integrins
T005CR,HIF-1a/p300
T005CS,HIF-1a/p300
T005CT,CRM1/Rev
T005CU,CRM1/Rev
C003KS,Runt-related transcription factor 1/Core-binding factor subunit beta
T005CX,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005CY,Integrins
T005CZ,Integrins
T005D0,Integrins
T005D1,BRD4/NUT
T005D2,Integrins
T005D3,Integrins
T005D5,Integrins
T005D6,Integrins
T005D7,Integrins
T005D8,Integrins
T005D9,Integrins
T005DA,Integrins
T005DB,Integrins
T005DC,Integrins
T005DD,XIAP/Caspase9 or SMAC (BIR3 domanin)
T005DE,Integrins
T005DF,FKBP1A/FK506
T005DG,Integrins
T005DH,Integrins
T005DI,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005DJ,IL-2/IL-2Ra
T005DK,Integrins
T005DL,Integrins
T005DM,Neuropilin-1/VEGF-A
T005DN,FKBP1A/FK506
T005DO,FKBP1A/FK506
T005DP,Integrins
T005DQ,Integrins
T005DR,Integrins
T005DS,Integrins
T005DT,Integrins
T005DU,Integrins
T005DV,Integrins
T005DW,Integrins
T005DX,FKBP1A/FK506
T005DY,Bcl-2 and Bcl-XL with BAX; BAK and BID
C000CZ,Menin/Histone-lysine N-methyltransferase MLL
T005DZ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005E1,HIF-1a/p300
T005E2,Integrins
T005E3,FKBP1A/FK506
T005E4,Integrins
T005E5,Integrins
T005E6,Integrins
T005E9,Integrins
T005EA,Integrins
T005EC,XIAP/Caspase9 or SMAC (BIR3 domanin)
T005ED,Integrins
T005EE,Integrins
T005EF,Integrins
I000LR,LFA_ICAM
T005EG,Integrins
T005EH,Integrins
T005EI,Integrins
T005EJ,Integrins
T005EK,Integrins
T005EL,Integrins
T005ET,Integrins
T005EM,Integrins
T005EU,Integrins
C1014A,Apoptosis regulator BAX/Bcl-2-related protein A1
T005EN,Integrins
T005EO,Integrins
T005EP,Integrins
T005EQ,Integrins
T005ER,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005ES,Integrins
T005EV,Integrins
T005EW,Integrins
T005EX,Integrins
T005EY,Integrins
T005EZ,Integrins
T005F0,Integrins
T005F1,Cyclophilins
T005F6,Integrins
T005F7,Integrins
T005F8,Integrins
T005F9,FKBP1A/FK506
T005FA,Integrins
T005FB,Integrins
T005FC,Integrins
T005FD,Integrins
T005FF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T005FG,Integrins
T005FH,Integrins
T005FI,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005FJ,Integrins
C10182,Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D
T005FK,Integrins
T005FM,FKBP1A/FK506
I000LS,FAK_VEGFR3
T005FN,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005FO,Bcl-2 and Bcl-XL with BAX; BAK and BID
C003O7,Runt-related transcription factor 1/Core-binding factor subunit beta
T005FP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005FQ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T005FR,Neuropilin-1/VEGF-A
T005FS,Integrins
T005FT,Integrins
T005FU,Integrins
T005FV,Integrins
T005FW,BRD4/NUT
T005FX,Integrins
T005YU,Integrins
T005FY,Integrins
